@relation "cora-ATVYOall"

@attribute author string
@attribute year string
@attribute title string
@attribute venue string
@attribute other string
@attribute all string
@attribute class {'aha1987', 'aha1989', 'aha1990', 'aha1991', 'aha1992', 'ahlskog1994a', 'asfahl1992a', 'auer1995a', 'benford1993a', 'benford1994a', 'benford1995a', 'benford1995b', 'blum1993', 'blum1994', 'brodley1992', 'brodley1992b', 'brodley1994', 'brodley1995', 'brown1992a', 'buth1992a', 'callan1991', 'callan1991aaai', 'cardie1993', 'carlson1993a', 'caruana1993', 'cesa-bianchi1993', 'cesa-bianchi1994', 'cesa-bianchi1994b', 'cesa-bianchi1996', 'cesa-bianchi1997', 'chapman1987', 'chapman1991', 'cheng1996', 'clark1993', 'cleeremans1989', 'clouse1992', 'cohen1998', 'conery1981', 'conery1983', 'conery1985', 'conery1985a', 'conery19xx', 'connel1987', 'connell1987', 'cramer1985a', 'craven1993', 'daelemans1995a', 'danyluk1993', 'dasarathy1991', 'datta1992', 'datta1995', 'deb1989a', 'dempster1977a', 'dietterich1996', 'dill1997a', 'dill1997b', 'draper1994', 'drucker1992', 'drucker1993', 'druker1992', 'dutta1988a', 'ehrenfeucht1988', 'ehrenfeucht1989', 'fahle1981a', 'fahle1991a', 'fahle1992a', 'fahle1993a', 'fahle1995a', 'fahle1997a', 'fahlen1993a', 'fahlman1974a', 'fahlman1979a', 'fahlman1980a', 'fahlman1981a', 'fahlman1981b', 'fahlman1985a', 'fahlman1987a', 'fahlman1988a', 'fahlman1988b', 'fahlman1990a', 'fahlman1990b', 'fahlman1991a', 'fahlman1991b', 'fahlman1991c', 'fahlman1993a', 'fahlman1993b', 'fahlman1996a', 'fahln1993a', 'fawcett1991', 'fawcett1992', 'fayyad1993', 'feder1995', 'forchheimer1983a', 'frankel1994a', 'freund0000a', 'freund1990', 'freund1992a', 'freund1992b', 'freund1992c', 'freund1993a', 'freund1993b', 'freund1993c', 'freund1995a', 'freund1995b', 'freund1995c', 'freund1995d', 'freund1995e', 'freund1995f', 'freund1996a', 'freund1996b', 'freund1996c', 'freund1996d', 'freund1996e', 'freund1997a', 'freund1997b', 'freund1997c', 'freund1997d', 'goldman1989', 'goldman1990', 'goldman1990a', 'goldman1990c', 'goldman1991', 'goldman1993', 'goldman1993a', 'goldman1995', 'hall1989', 'hampson1993', 'hampson1995', 'haussler1988', 'haussler1991', 'haussler1991c', 'haussler1991p', 'haussler1992', 'haussler1994', 'haussler1994a', 'haussler1996', 'helmbold1995', 'helmbold1995a', 'helmbold1996', 'helmbold1996a', 'helmbold1997', 'helmbold1997c', 'hendren1992a', 'herzog1995a', 'hoehfeld1992a', 'hu1996', 'huffman1993', 'johnson1982', 'jordan1993', 'kaelbling1993', 'kautz1993', 'kautz1995', 'kearns1987', 'kearns1987b', 'kearns1988', 'kearns1988a', 'kearns1988b', 'kearns1989', 'kearns1989a', 'kearns1990', 'kearns1990b', 'kearns1990c', 'kearns1992a', 'kearns1992c', 'kearns1993a', 'kearns1993b', 'kearns1993c', 'kearns1994a', 'kearns1994b', 'kearns1994c', 'kearns1994cryp', 'kearns1994d', 'kearns1994e', 'kearns1995a', 'kearns1995b', 'kearns1996a', 'kearns1996b', 'kearns1997a', 'kearns1997b', 'kearns1997c', 'kearns1998', 'kearns1999a', 'kearns1999b', 'kelly1991andjunk', 'kibler1978', 'kibler1981', 'kibler1983', 'kibler1985', 'kibler1988', 'kibler1988a', 'kibler1989', 'kibler1993', 'knoop1992a', 'knopp1992a', 'kriegel1993a', 'langendoen1992a', 'langley1986', 'lewis1996', 'littlestone', 'mccallum1993', 'mcdonald1987a', 'mehra1998', 'minton1992', 'mitchell1981', 'mitchell1983', 'mitchell1983ijcai', 'mitchell1993', 'mitchell1993ebl', 'mladenic', 'mladenic1993', 'moss1997', 'musick1992', 'nilsson1994', 'norvig1992', 'ortega1995andjunk', 'ourston1994', 'pazzani1990', 'pazzani1992', 'pfahler1997a', 'poggio1992a', 'poggio1992b', 'pope1992a', 'porter1986', 'quinlan1993', 'ragavan1993', 'rivest1987', 'rivest1987d', 'rivest1989', 'rivest1992', 'rivest1993', 'rivest1994', 'ruby1989', 'ruby1991', 'ruby1991a', 'ruby1992', 'rudy1992', 'rymon1993', 'safford1993', 'schapire', 'schapire1988', 'schapire1989', 'schapire1990', 'schapire1990[', 'schapire1990e', 'schapire1991', 'schapire1991l', 'schapire1992', 'schapire1992a', 'schapire1993', 'schapire1994', 'schapire1996', 'schapire1996p', 'schapire1997', 'schapire1997u', 'schapire1997um', 'schapire1998', 'schapire1998mm', 'schmill1998', 'schwartz1993', 'shapiro1980a', 'skiblics1996', 'sklansky1976', 'standish1976', 'steele1984a', 'steele1990a', 'stone1977', 'sudholt1992a', 'thrun1991a', 'torgo1990', 'torgo1995', 'utgoff1982aaai', 'utgoff1983', 'utgoff1984phd', 'utgoff1986book', 'utgoff1986mlii', 'utgoff1987', 'utgoff1988aaai', 'utgoff1988iid', 'utgoff1988pt', 'utgoff1989', 'utgoff1989mlw', 'utgoff1989pt', 'utgoff1989rp', 'utgoff1990', 'utgoff1991aaai', 'utgoff1991lmdt', 'utgoff1991mdt', 'utgoff1994', 'utgoff1995', 'utgoff1996', 'utgoff1996ks', 'utgoff1996mlii', 'utgoff1996va', 'utgoff1997', 'utgoff1997fa', 'utgoff1998', 'vitek1992a', 'walter1987a', 'webber1994', 'weber1994', 'weiss1993a', 'white1994a', 'wholey1984a', 'yee1990', 'zheng1993'}


@data
"N. Cesa-Bianchi, Y. Freund, D. Helmbold, D. Haussler, R. Schapire, and M.", "1993.", "War muth. How to use expert advice.", "In Proceedings of the Eighteenth Annual ACM Symposium on Theory of Computing,", "pages 382-391, San Diego, CA, May", "N. Cesa-Bianchi, Y. Freund, D. Helmbold, D. Haussler, R. Schapire, and M. War muth. How to use expert advice. In Proceedings of the Eighteenth Annual ACM Symposium on Theory of Computing, pages 382-391, San Diego, CA, May 1993.", 'cesa-bianchi1993'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K. Warmuth.", "1993.", "How to use expert advice.", "In Proc. 25th Annu. ACM Sympos. Theory Comput.,", "pages 382-391. ACM Press, New York, NY,", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K. Warmuth. How to use expert advice. In Proc. 25th Annu. ACM Sympos. Theory Comput., pages 382-391. ACM Press, New York, NY, 1993.", 'cesa-bianchi1993'
"N. Cesa-Bianchi, Y. Freund, D.H. Helmbold, D. Haussler, R.E. Schapire, and M.K. Warmuth,", "", "How to use expert advice,", "in 25th Annual ACM Symposium on Theory of Computing,", "382-392, San Diego, CA (1993).", "N. Cesa-Bianchi, Y. Freund, D.H. Helmbold, D. Haussler, R.E. Schapire, and M.K. Warmuth, How to use expert advice, in 25th Annual ACM Symposium on Theory of Computing, 382-392, San Diego, CA (1993).", 'cesa-bianchi1993'
"N. Cesa-Bianchi, Y. Freund, D.P. Helmbold, D. Haussler, R.E. Schapire, and M.K. Warmuth.", "1993.", "How to use expert advice.", "Proceedings of the 25th ACM Symposium on the Theory of Computation,", "", "N. Cesa-Bianchi, Y. Freund, D.P. Helmbold, D. Haussler, R.E. Schapire, and M.K. Warmuth. How to use expert advice. Proceedings of the 25th ACM Symposium on the Theory of Computation, 1993.", 'cesa-bianchi1993'
"Nicolo Cesa-Bianchi, Yoav Freund, David P. Helm-bold, David Haussler, Robert E. Schapire, and Manfred K. Warmuth.", "1993.", "How to use expert advice.", "In Proceedings of the Twenty-Fifth Annual ACM Symposium on the Theory of Computing,", "pages 382-391,", "Nicolo Cesa-Bianchi, Yoav Freund, David P. Helm-bold, David Haussler, Robert E. Schapire, and Manfred K. Warmuth. How to use expert advice. In Proceedings of the Twenty-Fifth Annual ACM Symposium on the Theory of Computing, pages 382-391, 1993.", 'cesa-bianchi1993'
"N. Cesa-Bianchi, Y. Freund, D.P. Helmbold, D. Haussler, R.E. Schapire, and M.K. Warmuth.", "1993.", "How to use expert advice.", "In Proceedings of the Twenty-Fifth Annual ACM Symposium on the Theory of Computing,", "pages 382391, To appear, Journal of the Association for Computing Machinery.", "N. Cesa-Bianchi, Y. Freund, D.P. Helmbold, D. Haussler, R.E. Schapire, and M.K. Warmuth. How to use expert advice. In Proceedings of the Twenty-Fifth Annual ACM Symposium on the Theory of Computing, pages 382391, 1993. To appear, Journal of the Association for Computing Machinery.", 'cesa-bianchi1993'
"N. Cesa-Bianchi, Y. Freund, D. Helmbold, D. Haussler, R. Schapire, and M. War-muth.", "1993.", "How to use expert advice.", "In Proceedings of the Eighteenth Annual ACM Symposium on Theory of Computing,", "pages 382-391, San Diego, CA, May", "N. Cesa-Bianchi, Y. Freund, D. Helmbold, D. Haussler, R. Schapire, and M. War-muth. How to use expert advice. In Proceedings of the Eighteenth Annual ACM Symposium on Theory of Computing, pages 382-391, San Diego, CA, May 1993.", 'cesa-bianchi1993'
"N. Cesa-Bianchi, Y. Freund, D. Helmbold, D. Haussler, R. Schapire, and M. Warmuth.", "1993.", "How to use expert advice.", "In Proceedings of the Eighteenth Annual ACM Symposium on Theory of Computing,", "pages 382-391, San Diego, CA, May", "N. Cesa-Bianchi, Y. Freund, D. Helmbold, D. Haussler, R. Schapire, and M. Warmuth. How to use expert advice. In Proceedings of the Eighteenth Annual ACM Symposium on Theory of Computing, pages 382-391, San Diego, CA, May 1993.", 'cesa-bianchi1993'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K. Warmuth.", "1993.", "How to use expert advice.", "In Proc. 25th Symposium on the Theory of Computing,", "pages 382-391. ACM Press, New York, NY,", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K. Warmuth. How to use expert advice. In Proc. 25th Symposium on the Theory of Computing, pages 382-391. ACM Press, New York, NY, 1993.", 'cesa-bianchi1993'
"Nicolo Cesa-Bianchi, Yoav Freund, David P. Helmbold, David Haussler, Robert E. Schapire, and Manfred K. Warmuth.", "1993.", "How to use expert advice.", "In Proceedings of the 43 Twenty-Fifth Annual ACM Symposium on the Theory of Computing,", "pages 382-391,", "Nicolo Cesa-Bianchi, Yoav Freund, David P. Helmbold, David Haussler, Robert E. Schapire, and Manfred K. Warmuth. How to use expert advice. In Proceedings of the 43 Twenty-Fifth Annual ACM Symposium on the Theory of Computing, pages 382-391, 1993.", 'cesa-bianchi1993'
"Nicolo Cesa-Bianchi, Yoav Freund, David P. Helmbold, David Haussler, Robert E. Schapire, and Manfred K. Warmuth.", "1993.", "How to use expert advice.", "In Proceedings of the Twenty Fifth Annual ACM Symposium on Theory of Computing,", "pages 382-391, May References 17", "Nicolo Cesa-Bianchi, Yoav Freund, David P. Helmbold, David Haussler, Robert E. Schapire, and Manfred K. Warmuth. How to use expert advice. In Proceedings of the Twenty Fifth Annual ACM Symposium on Theory of Computing, pages 382-391, May 1993. References 17", 'cesa-bianchi1993'
"Nicolo Cesa-Bianchi, Yoav Freund, David P. Helmbold, David Haussler, Robert E Schapire, and Manfred K Warmuth.", "1993.", "How to use expert advice.", "In Proceedings of the Twenty-Fifth Annual ACM Symposium on the Theory of Computing,", "pages 382-391,", "Nicolo Cesa-Bianchi, Yoav Freund, David P. Helmbold, David Haussler, Robert E Schapire, and Manfred K Warmuth. How to use expert advice. In Proceedings of the Twenty-Fifth Annual ACM Symposium on the Theory of Computing, pages 382-391, 1993.", 'cesa-bianchi1993'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K.", "1993.", "Warmuth \"How to use expert advice\",", "Proceedings of STOC93,", "pp. 382-391,", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K. Warmuth \"How to use expert advice\", Proceedings of STOC93, pp. 382-391, 1993.", 'cesa-bianchi1993'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. Warmuth.", "", "On-line predic tion and conversion strategies.", "In Computational Learning Theory: Eurocolt '93, volume New Series Number 53 of The Institute of Mathematics and its Applications Conference Series,", "pages 205-216, Oxford, 1994. Oxford University Press.", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. Warmuth. On-line predic tion and conversion strategies. In Computational Learning Theory: Eurocolt '93, volume New Series Number 53 of The Institute of Mathematics and its Applications Conference Series, pages 205-216, Oxford, 1994. Oxford University Press.", 'cesa-bianchi1994'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. Warmuth.", "", "On-line prediction and conversion strategies.", "In Computational Learning Theory: Eurocolt '93, volume New Series Number 53 of The Institute of Mathematics and its Applications Conference Series,", "pages 205-216, Oxford, 1994. Oxford University Press.", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. Warmuth. On-line prediction and conversion strategies. In Computational Learning Theory: Eurocolt '93, volume New Series Number 53 of The Institute of Mathematics and its Applications Conference Series, pages 205-216, Oxford, 1994. Oxford University Press.", 'cesa-bianchi1994'
"Cesa-Bianchi, N., Freund, Y., Helmbold,", "(1994).", "D.P., and Warmuth, On-line prediction and conversion strategies. In Proceedings of the First Euro-COLT Workshop.", "The Institute of Mathematics and its Applications,", "M.K. to appear.", "Cesa-Bianchi, N., Freund, Y., Helmbold, D.P., and Warmuth, M.K. (1994). On-line prediction and conversion strategies. In Proceedings of the First Euro-COLT Workshop. The Institute of Mathematics and its Applications, to appear.", 'cesa-bianchi1994'
"Cesa-Bianchi, N., Freund, Y., Helmbold, D. P., and Warmuth, M.", "(1994).", "On-line prediction and conversion strategies.", "In Computational Learning Theory:", "Eurocolt '93, pages 205-216, Oxford. Oxford University Press.", "Cesa-Bianchi, N., Freund, Y., Helmbold, D. P., and Warmuth, M. (1994). On-line prediction and conversion strategies. In Computational Learning Theory: Eurocolt '93, pages 205-216, Oxford. Oxford University Press.", 'cesa-bianchi1994'
"Cesa-Bianchi, N., Freund, Y., Helmbold, D. P., and Warmuth, M.", "(1994).", "On-line prediction and conversion strategies.", "In Computational Learning Theory:", "Eurocolt '93, pages 205-216. Oxford University Press.", "Cesa-Bianchi, N., Freund, Y., Helmbold, D. P., and Warmuth, M. (1994). On-line prediction and conversion strategies. In Computational Learning Theory: Eurocolt '93, pages 205-216. Oxford University Press.", 'cesa-bianchi1994'
"Cesa-Bianchi, N., Y. Freund, D. P. Helmbold, and M. Warmuth.", "1994.", "On-line prediction and conversion strategies.", "In Computational Learning Theory: Eurocolt '93, volume New Series Number 53 of The Institute of Mathematics and its Applications Conference Series,", "pages 205-216, Oxford. Oxford University Press.", "Cesa-Bianchi, N., Y. Freund, D. P. Helmbold, and M. Warmuth. 1994. On-line prediction and conversion strategies. In Computational Learning Theory: Eurocolt '93, volume New Series Number 53 of The Institute of Mathematics and its Applications Conference Series, pages 205-216, Oxford. Oxford University Press.", 'cesa-bianchi1994'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. Warmuth.", "", "On-line prediction and conversion strategies.", "In Computational Learning Theory:", "Eu-rocolt '93, pages 205-216, Oxford, 1994. Oxford University Press.", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. Warmuth. On-line prediction and conversion strategies. In Computational Learning Theory: Eu-rocolt '93, pages 205-216, Oxford, 1994. Oxford University Press.", 'cesa-bianchi1994'
"N. Cesa-Bianchi, Y. Freund, D.P. Helmbold, and M. Warmuth.", "1993.", "On-line prediction and conversion strategies.", "In EuroCOLT,", "pages 205-216. Clarendon Press,", "N. Cesa-Bianchi, Y. Freund, D.P. Helmbold, and M. Warmuth. On-line prediction and conversion strategies. In EuroCOLT, pages 205-216. Clarendon Press, 1993.", 'cesa-bianchi1994'
"N. Cesa-Bianchi, Y. Freund, D. Helmbold, and M.K. Warmuth.", "1993.", "On-line prediction and conversion strategies.", "The 1993 IMA European conference on Computational Learning Theory,", "", "N. Cesa-Bianchi, Y. Freund, D. Helmbold, and M.K. Warmuth. On-line prediction and conversion strategies. The 1993 IMA European conference on Computational Learning Theory, 1993.", 'cesa-bianchi1994'
"N. Cesa-Bianchi, Y. Freund, D. P. Helm-bold, and M. Warmuth.", "", "On-line prediction and conversion strategies.", "In Computational Learning Theory: Eurocolt '93, volume New Series Number 53 of The Institute of Mathematics and its Applications Confer--ence Series,", "pages 205-216, Oxford, 1994. Oxford University Press.", "N. Cesa-Bianchi, Y. Freund, D. P. Helm-bold, and M. Warmuth. On-line prediction and conversion strategies. In Computational Learning Theory: Eurocolt '93, volume New Series Number 53 of The Institute of Mathematics and its Applications Confer--ence Series, pages 205-216, Oxford, 1994. Oxford University Press.", 'cesa-bianchi1994'
"Cesa-Bianchi, N., Freund, Y., Haussler, D., Helmbold, D. P., Schapire, R. E. & Warmuth, M. K.", "(1994),", "How to use expert advice,", "Technical Report UCSC-CRL-94-33,", "Univ. of Calif. Computer Research Lab, Santa Cruz, CA. An extended abstract appeared in STOC '93.", "Cesa-Bianchi, N., Freund, Y., Haussler, D., Helmbold, D. P., Schapire, R. E. & Warmuth, M. K. (1994), How to use expert advice, Technical Report UCSC-CRL-94-33, Univ. of Calif. Computer Research Lab, Santa Cruz, CA. An extended abstract appeared in STOC '93.", 'cesa-bianchi1994b'
"Cesa-Bianchi, N., Freund, Y., Haussler, D., Helmbold, D. P., Schapire, R. E., and Warmuth, M. K.", "(1994),", "\"How to use expert advice,\"", "Technical Report UCSC-CRL-94-33, Computer Research Laboratory. An extended abstract appeared in \"Proceedings, 25th Annual ACM Symposium on the Theory of Computing,\"", "University of California, Santa Cruz, pp. 382-381, ACM Press, New York.", "Cesa-Bianchi, N., Freund, Y., Haussler, D., Helmbold, D. P., Schapire, R. E., and Warmuth, M. K. (1994), \"How to use expert advice,\" Technical Report UCSC-CRL-94-33, University of California, Santa Cruz, Computer Research Laboratory. An extended abstract appeared in \"Proceedings, 25th Annual ACM Symposium on the Theory of Computing,\" pp. 382-381, ACM Press, New York.", 'cesa-bianchi1994b'
"N. Cesa-Bianchi, Y. Freund, D. Haussler, D. P. Helmbold, R. E. Schapire, and M. K. Warmuth,", "1994.", "\"How to use expert advice\",", "Tech. Rep.", "UCSC-CRL-94-33, University of California, Santa Cruz,", "N. Cesa-Bianchi, Y. Freund, D. Haussler, D. P. Helmbold, R. E. Schapire, and M. K. Warmuth, \"How to use expert advice\", Tech. Rep. UCSC-CRL-94-33, University of California, Santa Cruz, 1994.", 'cesa-bianchi1994b'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K. Warmuth.", "1994.", "How to use expert advice.", "Technical Report UCSC-CRL-94-33,", "Univ. of Calif. Computer Research Lab, Santa Cruz, CA, An extended abstract appeared in STOC '93.", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K. Warmuth. How to use expert advice. Technical Report UCSC-CRL-94-33, Univ. of Calif. Computer Research Lab, Santa Cruz, CA, 1994. An extended abstract appeared in STOC '93.", 'cesa-bianchi1994b'
"N. Cesa-Bianchi, Y. Freund, D. Haussler, D. P. Helmbold, R. E. Schapire, and M. K. Warmuth,", "1994.", "\"How to use expert advice,\"", "Tech. Rep.", "UCSC-CRL-94-33, University of California, Santa Cruz,", "N. Cesa-Bianchi, Y. Freund, D. Haussler, D. P. Helmbold, R. E. Schapire, and M. K. Warmuth, \"How to use expert advice,\" Tech. Rep. UCSC-CRL-94-33, University of California, Santa Cruz, 1994.", 'cesa-bianchi1994b'
"N. Cesa-Bianchi, Y. Freund ,D. Haussler, D. P. Helmbold, R. E. Schapire, and M. K. Warmuth.", "1994.", "How to use expert advice.", "Technical Report UCSC-CRL-94-33,", "Univ. of Calif. Computer Research Lab, Santa Cruz, CA, An extended abstract appeared in STOC '93.", "N. Cesa-Bianchi, Y. Freund ,D. Haussler, D. P. Helmbold, R. E. Schapire, and M. K. Warmuth. How to use expert advice. Technical Report UCSC-CRL-94-33, Univ. of Calif. Computer Research Lab, Santa Cruz, CA, 1994. An extended abstract appeared in STOC '93.", 'cesa-bianchi1994b'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K. War-muth.", "1994.", "How to use expert advice.", "Technical Report UCSC-CRL-94-33,", "Univ. of Calif. Computer Research Lab, Santa Cruz, CA, An extended abstract appeared in STOC '93.", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, D. Haussler, R. E. Schapire, and M. K. War-muth. How to use expert advice. Technical Report UCSC-CRL-94-33, Univ. of Calif. Computer Research Lab, Santa Cruz, CA, 1994. An extended abstract appeared in STOC '93.", 'cesa-bianchi1994b'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. K. Warmuth,", "1996.", "\"On-line prediction and conversion strategies,\"", "Machine Learning,", "vol. 25, pp. 71-110,", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. K. Warmuth, \"On-line prediction and conversion strategies,\" Machine Learning, vol. 25, pp. 71-110, 1996.", 'cesa-bianchi1996'
"N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. K. Warmuth.", "1995.", "On--line prediction and conversion strategies.", "Machine Learning,", "To appear, an extended abstract appeared in Eurocolt `93.", "N. Cesa-Bianchi, Y. Freund, D. P. Helmbold, and M. K. Warmuth. On--line prediction and conversion strategies. Machine Learning, 1995. To appear, an extended abstract appeared in Eurocolt `93.", 'cesa-bianchi1996'
"N. Cesa-Bianchi, Y. Freund,", "1996.", "D.P. Helmbold, and M.K. Warmuth. On-line prediction and conversion strategies.", "Machine Learning,", "To appear.", "N. Cesa-Bianchi, Y. Freund, D.P. Helmbold, and M.K. Warmuth. On-line prediction and conversion strategies. Machine Learning, 1996. To appear.", 'cesa-bianchi1996'
"Cesa-Bianchi, N., Freund, Y., Haussler, D., Helmbold, D. P., Schapire, R. E., & Warmuth, M. K.", "(1997).", "How to use expert advice.", "Journal of the ACM,", "44(3), 427-485.", "Cesa-Bianchi, N., Freund, Y., Haussler, D., Helmbold, D. P., Schapire, R. E., & Warmuth, M. K. (1997). How to use expert advice. Journal of the ACM, 44(3), 427-485.", 'cesa-bianchi1997'
"Nicolo Cesa-Bianchi, Yoav Freund, David Haussler, David P. Helmbold, Robert E. Schapire, and Manfred K. Warmuth.", "1997.", "How to use expert advice.", "Journal of the Association for Computing Machinery,", "44(3) 427-485, May", "Nicolo Cesa-Bianchi, Yoav Freund, David Haussler, David P. Helmbold, Robert E. Schapire, and Manfred K. Warmuth. How to use expert advice. Journal of the Association for Computing Machinery, 44(3) 427-485, May 1997.", 'cesa-bianchi1997'
"N. Cesa-Bianchi, Y. Freund, D. Haussler, D. P. Helmbold, R. E. Schapire, and M. K. Warmuth,", "1997.", "\"How to use expert advice,\"", "Journal of the ACM,", "vol. 44, pp. 427-485,", "N. Cesa-Bianchi, Y. Freund, D. Haussler, D. P. Helmbold, R. E. Schapire, and M. K. Warmuth, \"How to use expert advice,\" Journal of the ACM, vol. 44, pp. 427-485, 1997.", 'cesa-bianchi1997'
"William W. Cohen, Rob Schapire, and Yoram Singer.", "1997.", "Learning to order things.", "", "To appear in NIPS-97,", "William W. Cohen, Rob Schapire, and Yoram Singer. Learning to order things. To appear in NIPS-97, 1997.", 'cohen1998'
"William W. Cohen, Robert E. Schapire, and Yoram Singer.", "1997.", "Learning ro order things.", "In Advances in Neural Information Processing Systems 10,", "", "William W. Cohen, Robert E. Schapire, and Yoram Singer. Learning ro order things. In Advances in Neural Information Processing Systems 10, 1997.", 'cohen1998'
"William W. Cohen, Robert E. Schapire, and Yoram Singer.", "1998.", "Learning to order things.", "In Advances in Neural Information Processing Systems 10,", "", "William W. Cohen, Robert E. Schapire, and Yoram Singer. Learning to order things. In Advances in Neural Information Processing Systems 10, 1998.", 'cohen1998'
"W. W. Cohen, R. E. Shapire, and Y. Singer.", "1998.", "Learning to order things.", "In Advances in Neural Information Processing Systems 10,", "", "W. W. Cohen, R. E. Shapire, and Y. Singer. Learning to order things. In Advances in Neural Information Processing Systems 10, 1998.", 'cohen1998'
"T. G. Dietterich, M. Kearns, and Y. Mansour.", "1996.", "Applying the weak learning framework to understand and improve C4.5.", "In Proceedings of the 13th International Conference on Machine Learning,", "pages 96-104. Morgan Kaufmann,", "T. G. Dietterich, M. Kearns, and Y. Mansour. Applying the weak learning framework to understand and improve C4.5. In Proceedings of the 13th International Conference on Machine Learning, pages 96-104. Morgan Kaufmann, 1996.", 'dietterich1996'
"Dietterich, T. G., Kearns, M., & Mansour, Y.", "(1996).", "Applying the weak learning framework to understand and improve C4.5.", "In Proceedings of the 13th International Conference on Machine Learning,", "(pp. 96-104). Morgan Kaufmann.", "Dietterich, T. G., Kearns, M., & Mansour, Y. (1996). Applying the weak learning framework to understand and improve C4.5. In Proceedings of the 13th International Conference on Machine Learning, (pp. 96-104). Morgan Kaufmann.", 'dietterich1996'
"Dietterich, T., Kearns, M., & Mansour, Y.", "(1996).", "Applying the weak learning framework to understand and improve C4.5.", "In Proceedings of the Thirteenth International Conference on Machine Learning,", "Bari, Italy.", "Dietterich, T., Kearns, M., & Mansour, Y. (1996). Applying the weak learning framework to understand and improve C4.5. In Proceedings of the Thirteenth International Conference on Machine Learning, Bari, Italy.", 'dietterich1996'
"Dietterich, T., Kearns, M., & Mansour, Y.", "(1996).", "Applying the weak learning framework to understand and improve C4.5.", "Proc. Thirteenth Intl. Conf. Machine Learning (pp.", "96-104).", "Dietterich, T., Kearns, M., & Mansour, Y. (1996). Applying the weak learning framework to understand and improve C4.5. Proc. Thirteenth Intl. Conf. Machine Learning (pp. 96-104).", 'dietterich1996'
"Dietterich, T., M. Kearns, and Y.", "", "Mansour (1996). Applying the weak learning framework to un-derstand and improve C4.5.", "To appear in Proceedings of the Thirteenth International Conference on Machine Learning.", "Bari, Italy: Morgan Kaufmann.", "Dietterich, T., M. Kearns, and Y. Mansour (1996). Applying the weak learning framework to un-derstand and improve C4.5. To appear in Proceedings of the Thirteenth International Conference on Machine Learning. Bari, Italy: Morgan Kaufmann.", 'dietterich1996'
"Dietterich, T., M. Kearns, and Y.", "", "Mansour (1996). Applying the weak learning framework to understand and improve C4.5.", "To appear in Proceedings of the Thirteenth International Conference on Machine Learning.", "Bari, Italy: Morgan Kaufmann.", "Dietterich, T., M. Kearns, and Y. Mansour (1996). Applying the weak learning framework to understand and improve C4.5. To appear in Proceedings of the Thirteenth International Conference on Machine Learning. Bari, Italy: Morgan Kaufmann.", 'dietterich1996'
"T. Dietterich, M. Kearns, and Y. Mansour.", "1996.", "Applying the weak learning framework to understand and improve C4.5.", "In Proceedings of the 13th International Conference on Machine Learning,", "pages 96-104,", "T. Dietterich, M. Kearns, and Y. Mansour. Applying the weak learning framework to understand and improve C4.5. In Proceedings of the 13th International Conference on Machine Learning, pages 96-104, 1996.", 'dietterich1996'
"Tom Dietterich, Michael Kearns, and Yishay Mansour.", "1996.", "Applying the weak learning framework to understand and improve C4.5.", "In Machine Learning: Proceedings of the Thirteenth International Conference,", "", "Tom Dietterich, Michael Kearns, and Yishay Mansour. Applying the weak learning framework to understand and improve C4.5. In Machine Learning: Proceedings of the Thirteenth International Conference, 1996.", 'dietterich1996'
"T. Dietterich, M. Kearns, and Y. Mansour.", "1996.", "Applying the weak learning framework to understand and improve C4.5.", "In Machine Learning: Proceedings of the International Conference.", "Morgan Kaufmann,", "T. Dietterich, M. Kearns, and Y. Mansour. Applying the weak learning framework to understand and improve C4.5. In Machine Learning: Proceedings of the International Conference. Morgan Kaufmann, 1996.", 'dietterich1996'
